,id,found,title,author_x,authoryearofbirth,authoryearofdeath,language,downloads,subjects,type,bookLabel,authorLast,book,author_y,birthYear,authorLabel,book_QN,author_QN,F_name,M_name,name_match
430,PG780,,The War in the Air,"Wells, H. G. (Herbert George)",1866.0,1946.0,['en'],239,"{'Air warfare -- Fiction', 'War stories', 'Science fiction'}",,The War in the Air,Wells,http://www.wikidata.org/entity/Q964055,http://www.wikidata.org/entity/Q42511,1866.0,H. G. Wells,Q964055,Q42511,H. G. Wells,Herbert George Wells,100
432,PG8969,,The War in the Air,"Wells, H. G. (Herbert George)",1866.0,1946.0,['en'],10,"{'Air warfare -- Fiction', 'War stories', 'Science fiction'}",,The War in the Air,Wells,http://www.wikidata.org/entity/Q964055,http://www.wikidata.org/entity/Q42511,1866.0,H. G. Wells,Q964055,Q42511,H. G. Wells,Herbert George Wells,100
434,PG7812,,Delphine,"Staël, Madame de (Anne-Louise-Germaine)",1766.0,1817.0,['fr'],27,"{'Women -- Social conditions -- Fiction', 'Women -- France -- 18th century -- Fiction', 'Epistolary fiction'}",,Delphine,Staël,http://www.wikidata.org/entity/Q3021799,http://www.wikidata.org/entity/Q123041,1766.0,Germaine de Staël,Q3021799,Q123041,Madame de Staël,Anne-Louise-Germaine Staël,69
438,PG7835,,Lothair,"Disraeli, Benjamin, Earl of Beaconsfield",1804.0,1881.0,['en'],70,{'Religious fiction'},,Lothair,Disraeli,http://www.wikidata.org/entity/Q6684687,http://www.wikidata.org/entity/Q82006,1804.0,Benjamin Disraeli,Q6684687,Q82006,Benjamin Disraeli,empty,100
439,PG7838,,Fifty-One Tales,"Dunsany, Lord",1878.0,1957.0,['en'],181,"{'Fantasy fiction, English'}",,Fifty-One Tales,Dunsany,http://www.wikidata.org/entity/Q5447612,http://www.wikidata.org/entity/Q458658,1878.0,"Edward Plunkett, 18th Baron of Dunsany",Q5447612,Q458658,Lord Dunsany,empty,40
440,PG7842,,The Rise of Iskander,"Disraeli, Benjamin, Earl of Beaconsfield",1804.0,1881.0,['en'],17,{'Fiction'},,The Rise of Iskander,Disraeli,http://www.wikidata.org/entity/Q10695771,http://www.wikidata.org/entity/Q82006,1804.0,Benjamin Disraeli,Q10695771,Q82006,Benjamin Disraeli,empty,100
441,PG7849,,The Trial,"Kafka, Franz",1883.0,1924.0,['en'],3203,"{'Trials -- Fiction', 'Allegories'}",,The Trial,Kafka,http://www.wikidata.org/entity/Q36097,http://www.wikidata.org/entity/Q905,1883.0,Franz Kafka,Q36097,Q905,Franz Kafka,empty,100
442,PG7853,,Quentin Durward,"Scott, Walter",1771.0,1832.0,['en'],166,"{'France -- History -- Louis XI, 1461-1483 -- Fiction', 'Scots -- France -- Fiction', 'Louis XI, King of France, 1423-1483 -- Fiction', 'Charles, Duke of Burgundy, 1433-1477 -- Fiction', 'Historical fiction'}",,Quentin Durward,Scott,http://www.wikidata.org/entity/Q2469230,http://www.wikidata.org/entity/Q79025,1771.0,Walter Scott,Q2469230,Q79025,Walter Scott,empty,100
443,PG7869,,A Tale of Two Cities,"Dickens, Charles",1812.0,1870.0,['en'],93,"{'Lookalikes -- Fiction', 'French -- England -- London -- Fiction', 'Executions and executioners -- Fiction', 'British -- France -- Paris -- Fiction', 'London (England) -- History -- 18th century -- Fiction', 'France -- History -- Revolution, 1789-1799 -- Fiction', 'War stories', 'Historical fiction', 'Paris (France) -- History -- 1789-1799 -- Fiction'}",,A Tale of Two Cities,Dickens,http://www.wikidata.org/entity/Q308918,http://www.wikidata.org/entity/Q5686,1812.0,Charles Dickens,Q308918,Q5686,Charles Dickens,empty,100
444,PG7872,,Dubliners,"Joyce, James",1882.0,1941.0,['en'],37,"{'Dublin (Ireland) -- Fiction', 'Short stories'}",,Dubliners,Joyce,http://www.wikidata.org/entity/Q459592,http://www.wikidata.org/entity/Q6882,1882.0,James Joyce,Q459592,Q6882,James Joyce,empty,100
445,PG7873,,The Insidious Dr. Fu Manchu,"Rohmer, Sax",1883.0,1959.0,['en'],30,"{'Fu Manchu, Doctor (Fictitious character) -- Fiction', 'Detective and mystery stories'}",,The Insidious Dr. Fu Manchu,Rohmer,http://www.wikidata.org/entity/Q19090776,http://www.wikidata.org/entity/Q510258,1883.0,Sax Rohmer,Q19090776,Q510258,Sax Rohmer,empty,100
446,PG7874,,Lord Jim,"Conrad, Joseph",1857.0,1924.0,['en'],36,"{'Cowardice -- Fiction', 'Indonesia -- Fiction', 'Psychological fiction', 'Atonement -- Fiction', 'British -- Indonesia -- Fiction', 'Merchant marine -- Officers -- Fiction'}",,Lord Jim,Conrad,http://www.wikidata.org/entity/Q727408,http://www.wikidata.org/entity/Q82925,1857.0,Joseph Conrad,Q727408,Q82925,Joseph Conrad,empty,100
448,PG788,,The Red One,"London, Jack",1876.0,1916.0,['en'],200,"{'Fiction', 'Short stories', 'Adventure stories, American'}",,The Red One,London,http://www.wikidata.org/entity/Q30727806,http://www.wikidata.org/entity/Q45765,1876.0,Jack London,Q30727806,Q45765,Jack London,empty,100
449,PG7890,,Blind Love,"Collins, Wilkie",1824.0,1889.0,['en'],56,"{'Domestic fiction', 'Married women -- Fiction', 'Secret societies -- Fiction', 'Suspense fiction', 'Ireland -- Fiction', 'Conspiracies -- Fiction'}",,Blind Love,Collins,http://www.wikidata.org/entity/Q4926580,http://www.wikidata.org/entity/Q210740,1824.0,Wilkie Collins,Q4926580,Q210740,Wilkie Collins,empty,100
450,PG7891,,The Dead Alive,"Collins, Wilkie",1824.0,1889.0,['en'],57,"{'Trials (Murder) -- Fiction', 'Judicial error -- Fiction', 'Legal stories', 'Attorney and client -- Fiction'}",,The Dead Alive,Collins,http://www.wikidata.org/entity/Q7729279,http://www.wikidata.org/entity/Q210740,1824.0,Wilkie Collins,Q7729279,Q210740,Wilkie Collins,empty,100
451,PG7894,,The Fallen Leaves,"Collins, Wilkie",1824.0,1889.0,['en'],56,"{'London (England) -- Fiction', 'Man-woman relationships -- Fiction'}",,The Fallen Leaves,Collins,http://www.wikidata.org/entity/Q85807134,http://www.wikidata.org/entity/Q210740,1824.0,Wilkie Collins,Q85807134,Q210740,Wilkie Collins,empty,100
452,PG7895,,A Terrible Temptation: A Story of To-Day,"Reade, Charles",1814.0,1884.0,['en'],54,{'England -- Fiction'},,A Terrible Temptation,Reade,http://www.wikidata.org/entity/Q106039878,http://www.wikidata.org/entity/Q247473,1814.0,Charles Reade,Q106039878,Q247473,Charles Reade,empty,100
453,PG7896,,The Eight Strokes of the Clock,"Leblanc, Maurice",1864.0,1941.0,['en'],210,"{'Burglars -- Fiction', 'Lupin, Arsène (Fictitious character) -- Fiction', 'Adventure stories, French -- Translations into English'}",,The Eight Strokes of the Clock,Leblanc,http://www.wikidata.org/entity/Q1060935,http://www.wikidata.org/entity/Q314993,1864.0,Maurice Leblanc,Q1060935,Q314993,Maurice Leblanc,empty,100
457,PG78,,Tarzan of the Apes,"Burroughs, Edgar Rice",1875.0,1950.0,['en'],1252,"{'Wild men -- Fiction', 'British -- Africa -- Fiction', 'Adventure stories', 'Tarzan (Fictitious character) -- Fiction', 'Fantasy fiction', 'Africa -- Fiction'}",,Tarzan of the Apes,Burroughs,http://www.wikidata.org/entity/Q655296,http://www.wikidata.org/entity/Q148234,1875.0,Edgar Rice Burroughs,Q655296,Q148234,Edgar Rice Burroughs,empty,100
461,PG791,,The Princess,"Tennyson, Alfred Tennyson, Baron",1809.0,1892.0,['en'],806,{'English poetry -- 19th century'},,The Princess,Tennyson,http://www.wikidata.org/entity/Q7758286,http://www.wikidata.org/entity/Q173869,1809.0,Alfred Tennyson,Q7758286,Q173869,Alfred Tennyson Tennyson,empty,77
462,PG7926,,Endymion,"Disraeli, Benjamin, Earl of Beaconsfield",1804.0,1881.0,['en'],64,{'England -- Social life and customs -- 19th century -- Fiction'},,Endymion,Disraeli,http://www.wikidata.org/entity/Q5376697,http://www.wikidata.org/entity/Q82006,1804.0,Benjamin Disraeli,Q5376697,Q82006,Benjamin Disraeli,empty,100
464,PG792,,"Wieland; Or, The Transformation: An American Tale","Brown, Charles Brockden",1771.0,1810.0,['en'],901,"{'Horror tales', 'Combustion, Spontaneous -- Fiction', 'Siblings -- Fiction', 'Psychological fiction', 'Religious fanaticism -- Fiction', 'Gothic fiction', 'Fathers -- Death -- Fiction', 'Radicals -- Fiction', 'Epistolary fiction', 'Pennsylvania -- History -- Colonial period, ca. 1600-1775 -- Fiction'}",,Wieland,Brown,http://www.wikidata.org/entity/Q7998930,http://www.wikidata.org/entity/Q468280,1771.0,Charles Brockden Brown,Q7998930,Q468280,Charles Brockden Brown,empty,100
465,PG7945,,Medea,"Grillparzer, Franz",1791.0,1872.0,['de'],26,"{'Argonauts (Greek mythology) -- Drama', 'Medea, consort of Aegeus, King of Athens (Mythological character) -- Drama'}",,Medea,Grillparzer,http://www.wikidata.org/entity/Q104443347,http://www.wikidata.org/entity/Q154438,1791.0,Franz Grillparzer,Q104443347,Q154438,Franz Grillparzer,empty,100
466,PG7948,,Abbotsford and Newstead Abbey,"Irving, Washington",1783.0,1859.0,['en'],28,"{'Newstead Abbey', 'Abbotsford (Scotland)'}",,Abbotsford and Newstead Abbey,Irving,http://www.wikidata.org/entity/Q19027619,http://www.wikidata.org/entity/Q181667,1783.0,Washington Irving,Q19027619,Q181667,Washington Irving,empty,100
467,PG794,,The Wouldbegoods: Being the Further Adventures of the Treasure Seekers,"Nesbit, E. (Edith)",1858.0,1924.0,['en'],135,"{'Country life -- Juvenile fiction', 'Children -- Juvenile fiction', 'England -- Juvenile fiction', 'Adventure stories', 'Siblings -- Juvenile fiction', 'Families -- Juvenile fiction'}",,The Wouldbegoods,Nesbit,http://www.wikidata.org/entity/Q19102752,http://www.wikidata.org/entity/Q231708,1858.0,Edith Nesbit,Q19102752,Q231708,E. Nesbit,Edith Nesbit,100
468,PG7964,,The Mystery of Cloomber,"Doyle, Arthur Conan",1859.0,1930.0,['en'],92,"{'Wigtownshire (Scotland) -- Fiction', 'Mystery fiction', 'Revenge -- Fiction', 'East India Company. Army -- Officers -- Fiction', 'Buddhist priests -- Fiction', 'Massacres -- Fiction', 'Hindu Kush Mountains Region (Afghanistan and Pakistan) -- Fiction'}",,The Mystery of Cloomber,Doyle,http://www.wikidata.org/entity/Q4449924,http://www.wikidata.org/entity/Q35610,1859.0,Arthur Conan Doyle,Q4449924,Q35610,Arthur Conan Doyle,empty,100
469,PG7968,,Lying Prophets: A Novel,"Phillpotts, Eden",1862.0,1960.0,['en'],23,{'Man-woman relationships -- Fiction'},,Lying Prophets,Phillpotts,http://www.wikidata.org/entity/Q111271893,http://www.wikidata.org/entity/Q1283557,1862.0,Eden Phillpotts,Q111271893,Q1283557,Eden Phillpotts,empty,100
470,PG7979,,"Jean-Christophe, Volume I","Rolland, Romain",1866.0,1944.0,['en'],130,"{'Psychological fiction', 'Musicians -- Fiction', 'French fiction -- Translations into Finnish', 'Epic literature'}",,Jean-Christophe,Rolland,http://www.wikidata.org/entity/Q2476841,http://www.wikidata.org/entity/Q47162,1866.0,Romain Rolland,Q2476841,Q47162,Romain Rolland,empty,100
473,PG7987,,"The Fair Maid of Perth; Or, St. Valentine's Day","Scott, Walter",1771.0,1832.0,['en'],113,"{'Nobility -- Fiction', 'Scotland -- History -- Robert III, 1390-1406 -- Fiction', 'Merchants -- Fiction', 'Historical fiction', 'Social classes -- Fiction', 'Perth (Scotland) -- Fiction'}",,The Fair Maid of Perth,Scott,http://www.wikidata.org/entity/Q3209885,http://www.wikidata.org/entity/Q79025,1771.0,Walter Scott,Q3209885,Q79025,Walter Scott,empty,100
474,PG7991,,The Storm,"Ostrovsky, Aleksandr Nikolaevich",1823.0,1886.0,['en'],227,"{'Russia -- Social conditions -- 1801-1917 -- Drama', 'Russian drama -- Translations into English'}",,The Storm,Ostrovsky,http://www.wikidata.org/entity/Q4150068,http://www.wikidata.org/entity/Q171976,1823.0,Alexander Ostrovsky,Q4150068,Q171976,Aleksandr Nikolaevich Ostrovsky,empty,68
475,PG7994,,The Crayon Papers,"Irving, Washington",1783.0,1859.0,['en'],49,{'American prose literature'},,The Crayon Papers,Irving,http://www.wikidata.org/entity/Q19083475,http://www.wikidata.org/entity/Q181667,1783.0,Washington Irving,Q19083475,Q181667,Washington Irving,empty,100
477,PG804,,A Sentimental Journey Through France and Italy,"Sterne, Laurence",1713.0,1768.0,['en'],497,"{'British -- Italy -- Fiction', 'Travelers -- Fiction', 'Clergy -- Fiction', 'Psychological fiction', 'France -- Fiction', 'Humorous stories', 'British -- France -- Fiction', 'Italy -- Fiction'}",,A Sentimental Journey Through France and Italy,Sterne,http://www.wikidata.org/entity/Q768792,http://www.wikidata.org/entity/Q218960,1713.0,Laurence Sterne,Q768792,Q218960,Laurence Sterne,empty,100
478,PG805,,This Side of Paradise,"Fitzgerald, F. Scott (Francis Scott)",1896.0,1940.0,['en'],1416,"{'Love stories', 'Young men -- Fiction', 'World War, 1914-1918 -- Veterans -- Fiction', 'Children of the rich -- Fiction', 'Advertising -- Fiction', 'Bildungsromans', 'College students -- Fiction'}",,This Side of Paradise,Fitzgerald,http://www.wikidata.org/entity/Q2581681,http://www.wikidata.org/entity/Q93354,1896.0,F. Scott Fitzgerald,Q2581681,Q93354,F. Scott Fitzgerald,Francis Scott Fitzgerald,100
480,PG8076,,The History of David Grieve,"Ward, Humphry, Mrs.",1851.0,1920.0,['en'],25,{'English fiction -- 19th century'},,The History of David Grieve,Ward,http://www.wikidata.org/entity/Q19572103,http://www.wikidata.org/entity/Q952452,1851.0,Mary Augusta Ward,Q19572103,Q952452,Humphry Ward,empty,48
481,PG8080,,A Passionate Pilgrim,"James, Henry",1843.0,1916.0,['en'],27,{'Americans -- England -- Fiction'},,A Passionate Pilgrim,James,http://www.wikidata.org/entity/Q4658725,http://www.wikidata.org/entity/Q170509,1843.0,Henry James,Q4658725,Q170509,Henry James,empty,100
482,PG8086,,Down and Out in the Magic Kingdom,"Doctorow, Cory",1971.0,,['en'],376,"{'Walt Disney World (Fla.) -- Fiction', 'Immortalism -- Fiction', 'Florida -- Fiction', 'Science fiction'}",,Down and Out in the Magic Kingdom,Doctorow,http://www.wikidata.org/entity/Q3015406,http://www.wikidata.org/entity/Q110436,1971.0,Cory Doctorow,Q3015406,Q110436,Cory Doctorow,empty,100
483,PG8087,,A Fountain Sealed,"Sedgwick, Anne Douglas",1873.0,1935.0,['en'],14,{'Fiction'},,A Fountain Sealed,Sedgwick,http://www.wikidata.org/entity/Q104396971,http://www.wikidata.org/entity/Q4768282,1873.0,Anne Douglas Sedgwick,Q104396971,Q4768282,Anne Douglas Sedgwick,empty,100
484,PG8092,,Tremendous Trifles,"Chesterton, G. K. (Gilbert Keith)",1874.0,1936.0,['en'],673,{'English essays'},,Tremendous Trifles,Chesterton,http://www.wikidata.org/entity/Q19107545,http://www.wikidata.org/entity/Q183167,1874.0,G. K. Chesterton,Q19107545,Q183167,G. K. Chesterton,Gilbert Keith Chesterton,100
485,PG8101,,Bertram Cope's Year,"Fuller, Henry Blake",1857.0,1929.0,['en'],18,{'Gay men -- Fiction'},,Bertram Cope's Year,Fuller,http://www.wikidata.org/entity/Q4895756,http://www.wikidata.org/entity/Q4493340,1857.0,Henry Blake Fuller,Q4895756,Q4493340,Henry Blake Fuller,empty,100
486,PG8123,,The Virginians,"Thackeray, William Makepeace",1811.0,1863.0,['en'],102,"{'Domestic fiction', 'Brothers -- Fiction', 'Great Britain -- History -- George II, 1727-1760 -- Fiction', 'Virginia -- History -- Revolution, 1775-1783 -- Fiction', 'Inheritance and succession -- Fiction', 'Americans -- England -- Fiction', 'Twins -- Fiction', 'United States -- History -- French and Indian War, 1754-1763 -- Fiction', 'Historical fiction'}",,The Virginians,Thackeray,http://www.wikidata.org/entity/Q7772832,http://www.wikidata.org/entity/Q167768,1811.0,William Makepeace Thackeray,Q7772832,Q167768,William Makepeace Thackeray,empty,100
487,PG8126,,Der Nachsommer,"Stifter, Adalbert",1805.0,1868.0,['de'],104,"{'Bildungsromans', 'Vienna (Austria) -- Fiction'}",,Der Nachsommer,Stifter,http://www.wikidata.org/entity/Q167320,http://www.wikidata.org/entity/Q168542,1805.0,Adalbert Stifter,Q167320,Q168542,Adalbert Stifter,empty,100
488,PG8129,,A Dreamer's Tales,"Dunsany, Lord",1878.0,1957.0,['en'],147,"{'Short stories', 'Fantasy fiction'}",,A Dreamer's Tales,Dunsany,http://www.wikidata.org/entity/Q4656595,http://www.wikidata.org/entity/Q458658,1878.0,"Edward Plunkett, 18th Baron of Dunsany",Q4656595,Q458658,Lord Dunsany,empty,40
490,PG8147,,The Man Who Would Be King,"Kipling, Rudyard",1865.0,1936.0,['en'],731,"{'British -- Afghanistan -- Fiction', 'Kings and rulers -- Fiction', 'Afghanistan -- Fiction', 'Political fiction'}",,The Man Who Would Be King,Kipling,http://www.wikidata.org/entity/Q1129936,http://www.wikidata.org/entity/Q34743,1865.0,Rudyard Kipling,Q1129936,Q34743,Rudyard Kipling,empty,100
491,PG8151,,Miss Merivale's Mistake,"Clarke, Henry, Mrs.",1853.0,1908.0,['en'],23,"{'Inheritance and succession -- Juvenile fiction', 'Nieces -- Juvenile fiction', 'Aunts -- Juvenile fiction'}",,Miss Merivale's Mistake,Clarke,http://www.wikidata.org/entity/Q124092661,http://www.wikidata.org/entity/Q6929777,1853.0,Mrs. Henry Clarke,Q124092661,Q6929777,Henry Clarke,empty,83
492,PG8155,,Colonel Thorndyke's Secret,"Henty, G. A. (George Alfred)",1832.0,1902.0,['en'],24,"{'Hindus -- England -- Fiction', 'India -- Social life and customs -- Fiction', 'Detective and mystery stories'}",,Colonel Thorndyke's Secret,Henty,http://www.wikidata.org/entity/Q124082381,http://www.wikidata.org/entity/Q639274,1832.0,G. A. Henty,Q124082381,Q639274,G. A. Henty,George Alfred Henty,100
493,PG8157,,Esther Waters,"Moore, George",1852.0,1933.0,['en'],56,"{'Domestic fiction', 'Unmarried mothers -- Fiction', 'Women household employees -- Fiction', 'England -- Fiction', 'Mothers and sons -- Fiction'}",,Esther Waters,Moore,http://www.wikidata.org/entity/Q5401319,http://www.wikidata.org/entity/Q965927,1852.0,George Moore,Q5401319,Q965927,George Moore,empty,100
494,PG8164,,My Man Jeeves,"Wodehouse, P. G. (Pelham Grenville)",1881.0,1975.0,['en'],719,"{'Valets -- Fiction', 'Single men -- Fiction', 'Jeeves (Fictitious character) -- Fiction', 'England -- Fiction', 'Humorous stories', 'Wooster, Bertie (Fictitious character) -- Fiction'}",,My Man Jeeves,Wodehouse,http://www.wikidata.org/entity/Q16387208,http://www.wikidata.org/entity/Q207515,1881.0,P. G. Wodehouse,Q16387208,Q207515,P. G. Wodehouse,Pelham Grenville Wodehouse,100
496,PG8178,,"The Politeness of Princes, and Other School Stories","Wodehouse, P. G. (Pelham Grenville)",1881.0,1975.0,['en'],82,{'Schools -- Fiction'},,The Politeness of Princes,Wodehouse,http://www.wikidata.org/entity/Q7757652,http://www.wikidata.org/entity/Q207515,1881.0,P. G. Wodehouse,Q7757652,Q207515,P. G. Wodehouse,Pelham Grenville Wodehouse,100
497,PG8183,,Time and the Gods,"Dunsany, Lord",1878.0,1957.0,['en'],205,"{'Fantasy fiction, English'}",,Time and the Gods,Dunsany,http://www.wikidata.org/entity/Q7805268,http://www.wikidata.org/entity/Q458658,1878.0,"Edward Plunkett, 18th Baron of Dunsany",Q7805268,Q458658,Lord Dunsany,empty,40
499,PG8184,,The Ghost Kings,"Haggard, H. Rider (Henry Rider)",1856.0,1925.0,['en'],72,"{'Zululand (South Africa) -- History -- Fiction', 'Zulu (African people) -- Fiction'}",,The Ghost Kings,Haggard,http://www.wikidata.org/entity/Q16934337,http://www.wikidata.org/entity/Q237196,1856.0,H. Rider Haggard,Q16934337,Q237196,H. Rider Haggard,Henry Rider Haggard,100
500,PG8190,,A Wodehouse Miscellany: Articles & Stories,"Wodehouse, P. G. (Pelham Grenville)",1881.0,1975.0,['en'],178,"{'Wooster, Bertie (Fictitious character) -- Fiction', 'Humorous stories, English', 'England -- Social life and customs -- Fiction', 'Jeeves (Fictitious character) -- Fiction', 'Valets -- Fiction'}",,A Wodehouse Miscellany,Wodehouse,http://www.wikidata.org/entity/Q19027227,http://www.wikidata.org/entity/Q207515,1881.0,P. G. Wodehouse,Q19027227,Q207515,P. G. Wodehouse,Pelham Grenville Wodehouse,100
501,PG8199,,The Moon Metal,"Serviss, Garrett Putman",1851.0,1929.0,['en'],32,{'Science fiction'},,The Moon Metal,Serviss,http://www.wikidata.org/entity/Q108375823,http://www.wikidata.org/entity/Q953962,1851.0,Garrett Putnam Serviss,Q108375823,Q953962,Garrett Putman Serviss,empty,91
502,PG81,,The Return of Tarzan,"Burroughs, Edgar Rice",1875.0,1950.0,['en'],408,"{'Adventure stories', 'Tarzan (Fictitious character) -- Fiction', 'Fantasy fiction'}",,The Return of Tarzan,Burroughs,http://www.wikidata.org/entity/Q2441302,http://www.wikidata.org/entity/Q148234,1875.0,Edgar Rice Burroughs,Q2441302,Q148234,Edgar Rice Burroughs,empty,100
